x_center,y_center
-111.95800000000,34.16670000000
-111.91700000000,34.16670000000
-111.87500000000,34.16670000000
-111.83300000000,34.16670000000
-111.79200000000,34.16670000000
-111.75000000000,34.16670000000
-111.70800000000,34.16670000000
-111.66700000000,34.16670000000
-111.62500000000,34.16670000000
-111.58300000000,34.16670000000
-111.54200000000,34.16670000000
-111.50000000000,34.16670000000
-111.45800000000,34.16670000000
-111.41700000000,34.16670000000
-111.37500000000,34.16670000000
-111.33300000000,34.16670000000
-111.29200000000,34.16670000000
-111.25000000000,34.16670000000
-111.20800000000,34.16670000000
-111.16700000000,34.16670000000
-111.12500000000,34.16670000000
-111.08300000000,34.16670000000
-111.04200000000,34.16670000000
-111.00000000000,34.16670000000
-110.95800000000,34.16670000000
-110.91700000000,34.16670000000
-110.87500000000,34.16670000000
-110.83300000000,34.16670000000
-110.79200000000,34.16670000000
-110.75000000000,34.16670000000
-110.70800000000,34.16670000000
-110.66700000000,34.16670000000
-110.62500000000,34.16670000000
-110.58300000000,34.16670000000
-110.54200000000,34.16670000000
-110.50000000000,34.16670000000
-110.45800000000,34.16670000000
-110.41700000000,34.16670000000
-110.37500000000,34.16670000000
-110.33300000000,34.16670000000
-110.29200000000,34.16670000000
-110.25000000000,34.16670000000
-110.20800000000,34.16670000000
-110.16700000000,34.16670000000
-110.12500000000,34.16670000000
-110.08300000000,34.16670000000
-110.04200000000,34.16670000000
-110.00000000000,34.16670000000
-109.95800000000,34.16670000000
-109.91700000000,34.16670000000
-109.87500000000,34.16670000000
-109.83300000000,34.16670000000
-109.79200000000,34.16670000000
-109.75000000000,34.16670000000
-109.70800000000,34.16670000000
-109.66700000000,34.16670000000
-109.62500000000,34.16670000000
-109.58300000000,34.16670000000
-109.54200000000,34.16670000000
-109.50000000000,34.16670000000
-109.45800000000,34.16670000000
-109.41700000000,34.16670000000
-109.37500000000,34.16670000000
-109.33300000000,34.16670000000
-109.29200000000,34.16670000000
-109.25000000000,34.16670000000
-109.20800000000,34.16670000000
-109.16700000000,34.16670000000
-109.12500000000,34.16670000000
-109.08300000000,34.16670000000
-109.04200000000,34.16670000000
-109.00000000000,34.16670000000
-108.95800000000,34.16670000000
-114.91700000000,34.20840000000
-114.87500000000,34.20840000000
-114.83300000000,34.20840000000
-114.79200000000,34.20840000000
-114.75000000000,34.20840000000
-114.70800000000,34.20840000000
-114.66700000000,34.20840000000
-114.62500000000,34.20840000000
-114.58300000000,34.20840000000
-114.54200000000,34.20840000000
-114.50000000000,34.20840000000
-114.45800000000,34.20840000000
-114.41700000000,34.20840000000
-114.37500000000,34.20840000000
-114.33300000000,34.20840000000
-114.29200000000,34.20840000000
-114.25000000000,34.20840000000
-114.20800000000,34.20840000000
-114.16700000000,34.20840000000
-114.12500000000,34.20840000000
-114.08300000000,34.20840000000
-114.04200000000,34.20840000000
-114.00000000000,34.20840000000
-113.95800000000,34.20840000000
-113.91700000000,34.20840000000
-113.87500000000,34.20840000000
-113.83300000000,34.20840000000
-113.79200000000,34.20840000000
-113.75000000000,34.20840000000
-113.70800000000,34.20840000000
-113.66700000000,34.20840000000
-113.62500000000,34.20840000000
-113.58300000000,34.20840000000
-113.54200000000,34.20840000000
-113.50000000000,34.20840000000
-113.45800000000,34.20840000000
-113.41700000000,34.20840000000
-113.37500000000,34.20840000000
-113.33300000000,34.20840000000
-113.29200000000,34.20840000000
-113.25000000000,34.20840000000
-113.20800000000,34.20840000000
-113.16700000000,34.20840000000
-113.12500000000,34.20840000000
-113.08300000000,34.20840000000
-113.04200000000,34.20840000000
-113.00000000000,34.20840000000
-112.95800000000,34.20840000000
-112.91700000000,34.20840000000
-112.87500000000,34.20840000000
-112.83300000000,34.20840000000
-112.79200000000,34.20840000000
-112.75000000000,34.20840000000
-112.70800000000,34.20840000000
-112.66700000000,34.20840000000
-112.62500000000,34.20840000000
-112.58300000000,34.20840000000
-112.54200000000,34.20840000000
-112.50000000000,34.20840000000
-112.45800000000,34.20840000000
-112.41700000000,34.20840000000
-112.37500000000,34.20840000000
-112.33300000000,34.20840000000
-112.29200000000,34.20840000000
-112.25000000000,34.20840000000
-112.20800000000,34.20840000000
-112.16700000000,34.20840000000
-112.12500000000,34.20840000000
-112.08300000000,34.20840000000
-112.04200000000,34.20840000000
-112.00000000000,34.20840000000
-111.95800000000,34.20840000000
-111.91700000000,34.20840000000
-111.87500000000,34.20840000000
-111.83300000000,34.20840000000
-111.79200000000,34.20840000000
-111.75000000000,34.20840000000
-111.70800000000,34.20840000000
-111.66700000000,34.20840000000
-111.62500000000,34.20840000000
-111.58300000000,34.20840000000
-111.54200000000,34.20840000000
-111.50000000000,34.20840000000
-111.45800000000,34.20840000000
-111.41700000000,34.20840000000
-111.37500000000,34.20840000000
-111.33300000000,34.20840000000
-111.29200000000,34.20840000000
-111.25000000000,34.20840000000
-111.20800000000,34.20840000000
-111.16700000000,34.20840000000
-111.12500000000,34.20840000000
-111.08300000000,34.20840000000
-111.04200000000,34.20840000000
-111.00000000000,34.20840000000
-110.95800000000,34.20840000000
-110.91700000000,34.20840000000
-110.87500000000,34.20840000000
-110.83300000000,34.20840000000
-110.79200000000,34.20840000000
-110.75000000000,34.20840000000
-110.70800000000,34.20840000000
-110.66700000000,34.20840000000
-110.62500000000,34.20840000000
-110.58300000000,34.20840000000
-110.54200000000,34.20840000000
-110.50000000000,34.20840000000
-110.45800000000,34.20840000000
-110.41700000000,34.20840000000
-110.37500000000,34.20840000000
-110.33300000000,34.20840000000
-110.29200000000,34.20840000000
-110.25000000000,34.20840000000
-110.20800000000,34.20840000000
-110.16700000000,34.20840000000
-110.12500000000,34.20840000000
-110.08300000000,34.20840000000
-110.04200000000,34.20840000000
-110.00000000000,34.20840000000
-109.95800000000,34.20840000000
-109.91700000000,34.20840000000
-109.87500000000,34.20840000000
-109.83300000000,34.20840000000
-109.79200000000,34.20840000000
-109.75000000000,34.20840000000
-109.70800000000,34.20840000000
-109.66700000000,34.20840000000
-109.62500000000,34.20840000000
-109.58300000000,34.20840000000
-109.54200000000,34.20840000000
-109.50000000000,34.20840000000
-109.45800000000,34.20840000000
-109.41700000000,34.20840000000
-109.37500000000,34.20840000000
-109.33300000000,34.20840000000
-109.29200000000,34.20840000000
-109.25000000000,34.20840000000
-109.20800000000,34.20840000000
-109.16700000000,34.20840000000
-109.12500000000,34.20840000000
-109.08300000000,34.20840000000
-109.04200000000,34.20840000000
-109.00000000000,34.20840000000
-108.95800000000,34.20840000000
-114.91700000000,34.25000000000
-114.87500000000,34.25000000000
-114.83300000000,34.25000000000
-114.79200000000,34.25000000000
-114.75000000000,34.25000000000
-114.70800000000,34.25000000000
-114.66700000000,34.25000000000
-114.62500000000,34.25000000000
-114.58300000000,34.25000000000
-114.54200000000,34.25000000000
-114.50000000000,34.25000000000
-114.45800000000,34.25000000000
-114.41700000000,34.25000000000
-114.37500000000,34.25000000000
-114.33300000000,34.25000000000
-114.29200000000,34.25000000000
-114.25000000000,34.25000000000
-114.20800000000,34.25000000000
-114.16700000000,34.25000000000
-114.12500000000,34.25000000000
-114.08300000000,34.25000000000
-114.04200000000,34.25000000000
-114.00000000000,34.25000000000
-113.95800000000,34.25000000000
-113.91700000000,34.25000000000
-113.87500000000,34.25000000000
-113.83300000000,34.25000000000
-113.79200000000,34.25000000000
-113.75000000000,34.25000000000
-113.70800000000,34.25000000000
-113.66700000000,34.25000000000
-113.62500000000,34.25000000000
-113.58300000000,34.25000000000
-113.54200000000,34.25000000000
-113.50000000000,34.25000000000
-113.45800000000,34.25000000000
-113.41700000000,34.25000000000
-113.37500000000,34.25000000000
-113.33300000000,34.25000000000
-113.29200000000,34.25000000000
-113.25000000000,34.25000000000
-113.20800000000,34.25000000000
-113.16700000000,34.25000000000
-113.12500000000,34.25000000000
-113.08300000000,34.25000000000
-113.04200000000,34.25000000000
-113.00000000000,34.25000000000
-112.95800000000,34.25000000000
-112.91700000000,34.25000000000
-112.87500000000,34.25000000000
-112.83300000000,34.25000000000
-112.79200000000,34.25000000000
-112.75000000000,34.25000000000
-112.70800000000,34.25000000000
-112.66700000000,34.25000000000
-112.62500000000,34.25000000000
-112.58300000000,34.25000000000
-112.54200000000,34.25000000000
-112.50000000000,34.25000000000
-112.45800000000,34.25000000000
-112.41700000000,34.25000000000
-112.37500000000,34.25000000000
-112.33300000000,34.25000000000
-112.29200000000,34.25000000000
-112.25000000000,34.25000000000
-112.20800000000,34.25000000000
-112.16700000000,34.25000000000
-112.12500000000,34.25000000000
-112.08300000000,34.25000000000
-112.04200000000,34.25000000000
-112.00000000000,34.25000000000
-111.95800000000,34.25000000000
-111.91700000000,34.25000000000
-111.87500000000,34.25000000000
-111.83300000000,34.25000000000
-111.79200000000,34.25000000000
-111.75000000000,34.25000000000
-111.70800000000,34.25000000000
-111.66700000000,34.25000000000
-111.62500000000,34.25000000000
-111.58300000000,34.25000000000
-111.54200000000,34.25000000000
-111.50000000000,34.25000000000
-111.45800000000,34.25000000000
-111.41700000000,34.25000000000
-111.37500000000,34.25000000000
-111.33300000000,34.25000000000
-111.29200000000,34.25000000000
-111.25000000000,34.25000000000
-111.20800000000,34.25000000000
-111.16700000000,34.25000000000
-111.12500000000,34.25000000000
-111.08300000000,34.25000000000
-111.04200000000,34.25000000000
-111.00000000000,34.25000000000
-110.95800000000,34.25000000000
-110.91700000000,34.25000000000
-110.87500000000,34.25000000000
-110.83300000000,34.25000000000
-110.79200000000,34.25000000000
-110.75000000000,34.25000000000
-110.70800000000,34.25000000000
-110.66700000000,34.25000000000
-110.62500000000,34.25000000000
-110.58300000000,34.25000000000
-110.54200000000,34.25000000000
-110.50000000000,34.25000000000
-110.45800000000,34.25000000000
-110.41700000000,34.25000000000
-110.37500000000,34.25000000000
-110.33300000000,34.25000000000
-110.29200000000,34.25000000000
-110.25000000000,34.25000000000
-110.20800000000,34.25000000000
-110.16700000000,34.25000000000
-110.12500000000,34.25000000000
-110.08300000000,34.25000000000
-110.04200000000,34.25000000000
-110.00000000000,34.25000000000
-109.95800000000,34.25000000000
-109.91700000000,34.25000000000
-109.87500000000,34.25000000000
-109.83300000000,34.25000000000
-109.79200000000,34.25000000000
-109.75000000000,34.25000000000
-109.70800000000,34.25000000000
-109.66700000000,34.25000000000
-109.62500000000,34.25000000000
-109.58300000000,34.25000000000
-109.54200000000,34.25000000000
-109.50000000000,34.25000000000
-109.45800000000,34.25000000000
-109.41700000000,34.25000000000
-109.37500000000,34.25000000000
-109.33300000000,34.25000000000
-109.29200000000,34.25000000000
-109.25000000000,34.25000000000
-109.20800000000,34.25000000000
-109.16700000000,34.25000000000
-109.12500000000,34.25000000000
-109.08300000000,34.25000000000
-109.04200000000,34.25000000000
-109.00000000000,34.25000000000
-108.95800000000,34.25000000000
-114.91700000000,34.29170000000
-114.87500000000,34.29170000000
-114.83300000000,34.29170000000
-114.79200000000,34.29170000000
-114.75000000000,34.29170000000
-114.70800000000,34.29170000000
-114.66700000000,34.29170000000
-114.62500000000,34.29170000000
-114.58300000000,34.29170000000
-114.54200000000,34.29170000000
-114.50000000000,34.29170000000
-114.45800000000,34.29170000000
-114.41700000000,34.29170000000
-114.37500000000,34.29170000000
-114.33300000000,34.29170000000
-114.29200000000,34.29170000000
-114.25000000000,34.29170000000
-114.20800000000,34.29170000000
-114.16700000000,34.29170000000
-114.12500000000,34.29170000000
-114.08300000000,34.29170000000
-114.04200000000,34.29170000000
-114.00000000000,34.29170000000
-113.95800000000,34.29170000000
-113.91700000000,34.29170000000
-113.87500000000,34.29170000000
-113.83300000000,34.29170000000
-113.79200000000,34.29170000000
-113.75000000000,34.29170000000
-113.70800000000,34.29170000000
-113.66700000000,34.29170000000
-113.62500000000,34.29170000000
-113.58300000000,34.29170000000
-113.54200000000,34.29170000000
-113.50000000000,34.29170000000
-113.45800000000,34.29170000000
-113.41700000000,34.29170000000
-113.37500000000,34.29170000000
-113.33300000000,34.29170000000
-113.29200000000,34.29170000000
-113.25000000000,34.29170000000
-113.20800000000,34.29170000000
-113.16700000000,34.29170000000
-113.12500000000,34.29170000000
-113.08300000000,34.29170000000
-113.04200000000,34.29170000000
-113.00000000000,34.29170000000
-112.95800000000,34.29170000000
-112.91700000000,34.29170000000
-112.87500000000,34.29170000000
-112.83300000000,34.29170000000
-112.79200000000,34.29170000000
-112.75000000000,34.29170000000
-112.70800000000,34.29170000000
-112.66700000000,34.29170000000
-112.62500000000,34.29170000000
-112.58300000000,34.29170000000
-112.54200000000,34.29170000000
-112.50000000000,34.29170000000
-112.45800000000,34.29170000000
-112.41700000000,34.29170000000
-112.37500000000,34.29170000000
-112.33300000000,34.29170000000
-112.29200000000,34.29170000000
-112.25000000000,34.29170000000
-112.20800000000,34.29170000000
-112.16700000000,34.29170000000
-112.12500000000,34.29170000000
-112.08300000000,34.29170000000
-112.04200000000,34.29170000000
-112.00000000000,34.29170000000
-111.95800000000,34.29170000000
-111.91700000000,34.29170000000
-111.87500000000,34.29170000000
-111.83300000000,34.29170000000
-111.79200000000,34.29170000000
-111.75000000000,34.29170000000
-111.70800000000,34.29170000000
-111.66700000000,34.29170000000
-111.62500000000,34.29170000000
-111.58300000000,34.29170000000
-111.54200000000,34.29170000000
-111.50000000000,34.29170000000
-111.45800000000,34.29170000000
-111.41700000000,34.29170000000
-111.37500000000,34.29170000000
-111.33300000000,34.29170000000
-111.29200000000,34.29170000000
-111.25000000000,34.29170000000
-111.20800000000,34.29170000000
-111.16700000000,34.29170000000
-111.12500000000,34.29170000000
-111.08300000000,34.29170000000
-111.04200000000,34.29170000000
-111.00000000000,34.29170000000
-110.95800000000,34.29170000000
-110.91700000000,34.29170000000
-110.87500000000,34.29170000000
-110.83300000000,34.29170000000
-110.79200000000,34.29170000000
-110.75000000000,34.29170000000
-110.70800000000,34.29170000000
-110.66700000000,34.29170000000
-110.62500000000,34.29170000000
-110.58300000000,34.29170000000
-110.54200000000,34.29170000000
-110.50000000000,34.29170000000
-110.45800000000,34.29170000000
-110.41700000000,34.29170000000
-110.37500000000,34.29170000000
-110.33300000000,34.29170000000
-110.29200000000,34.29170000000
-110.25000000000,34.29170000000
-110.20800000000,34.29170000000
